BJD,FLUX,ERRFLUX,AIRMASS,SKY
    389.076569, 0.999061, 0.001234, 1.157,  108.
    389.076664, 1.000041, 0.001237, 1.157,  104.
    389.076760, 0.997570, 0.001238, 1.158,  109.
    389.076855, 1.001680, 0.001236, 1.158,  107.
    389.076950, 1.001751, 0.001242, 1.158,  107.
    389.077046, 0.999969, 0.001237, 1.158,  109.
    389.077142, 1.000603, 0.001238, 1.158,  107.
    389.077238, 0.998510, 0.001236, 1.158,  107.
    389.077333, 0.999897, 0.001236, 1.158,  106.
    389.077429, 0.999774, 0.001234, 1.158,  106.
    389.077524, 1.002000, 0.001236, 1.158,  106.
    389.077620, 1.002792, 0.001234, 1.158,  107.
    389.077716, 0.997762, 0.001236, 1.159,  106.
    389.077811, 0.999333, 0.001235, 1.159,  105.
    389.077907, 1.002668, 0.001237, 1.159,  104.
    389.078003, 0.998648, 0.001235, 1.159,  104.
    389.078098, 0.997044, 0.001232, 1.159,  107.
    389.078194, 1.000922, 0.001233, 1.159,  104.
    389.078289, 1.002322, 0.001238, 1.159,  107.
    389.078385, 1.003430, 0.001240, 1.159,  103.
    389.078480, 1.004217, 0.001238, 1.159,  104.
    389.078575, 1.000242, 0.001235, 1.160,  104.
    389.078671, 1.001641, 0.001236, 1.160,  104.
    389.078766, 1.003318, 0.001233, 1.160,  101.
    389.078861, 0.997032, 0.001237, 1.160,  104.
    389.078957, 0.999350, 0.001233, 1.160,  102.
    389.079052, 1.006557, 0.001237, 1.160,  105.
    389.079148, 0.997998, 0.001231, 1.160,  106.
    389.079245, 0.997703, 0.001236, 1.160,  103.
    389.079340, 1.003143, 0.001237, 1.160,  101.
    389.079436, 1.003367, 0.001237, 1.160,  104.
    389.079531, 1.000905, 0.001231, 1.161,  103.
    389.079626, 1.003537, 0.001237, 1.161,  103.
    389.079721, 1.000245, 0.001240, 1.161,  100.
    389.079817, 1.002941, 0.001245, 1.161,  102.
    389.079912, 1.006055, 0.001373, 1.161,  102.
    389.080008, 0.997001, 0.001302, 1.161,  102.
    389.080103, 1.000170, 0.001263, 1.161,  101.
    389.080199, 1.004597, 0.001328, 1.161,  102.
    389.080295, 0.997901, 0.001397, 1.161,  104.
    389.080391, 1.000847, 0.001297, 1.162,  102.
    389.080486, 0.995049, 0.001267, 1.162,  100.
    389.080582, 0.997785, 0.001250, 1.162,  101.
    389.080677, 1.000601, 0.001261, 1.162,  102.
    389.080773, 0.997391, 0.001250, 1.162,  103.
    389.080868, 0.996652, 0.001244, 1.162,  103.
    389.080964, 0.998467, 0.001266, 1.162,  101.
    389.081060, 0.999137, 0.001257, 1.162,  101.
    389.081155, 1.003025, 0.001243, 1.162,  100.
    389.081251, 1.001023, 0.001257, 1.162,  102.
    389.081346, 0.999893, 0.001262, 1.163,  104.
    389.081442, 1.000051, 0.001256, 1.163,  101.
    389.081537, 1.001145, 0.001253, 1.163,  100.
    389.081633, 1.000898, 0.001263, 1.163,  101.
    389.081729, 1.005348, 0.001256, 1.163,  101.
    389.081824, 0.999196, 0.001246, 1.163,  102.
    389.081920, 1.002972, 0.001257, 1.163,  103.
    389.082015, 0.999664, 0.001245, 1.163,  101.
    389.082111, 1.001109, 0.001240, 1.163,  101.
    389.082206, 1.001837, 0.001241, 1.164,  100.
    389.082302, 1.003195, 0.001241, 1.164,  100.
    389.082398, 1.000886, 0.001240, 1.164,  100.
    389.082494, 1.001530, 0.001236, 1.164,  101.
    389.082589, 0.998602, 0.001231, 1.164,   99.
    389.082685, 1.001549, 0.001235, 1.164,  102.
    389.082781, 0.997409, 0.001231, 1.164,  103.
    389.082877, 1.001474, 0.001233, 1.164,  101.
    389.082972, 1.001971, 0.001237, 1.164,  102.
    389.083068, 0.999917, 0.001235, 1.164,  100.
    389.083164, 0.998446, 0.001233, 1.165,  102.
