_name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,IST
Kepler-20 d,Confirmed,0.03168,0.245,77.61130017,0.3506,0.6,0.5365835396481331
Kepler-25 b,Confirmed,0.0275,0.245,6.238297,0.068,0.0029,0.5365835396481331
K2-123 b,Confirmed,,0.246,30.951524,0.1649,0.06,0.5349857702964884
Kepler-819 b,Confirmed,,0.246,33.1995648,,,0.5349857702964884
Kepler-1458 b,Confirmed,,0.246,47.9872764,,,0.5349857702964884
Kepler-172 e,Confirmed,,0.246,35.118736,0.211,,0.5349857702964884
Kepler-244 b,Confirmed,,0.246,4.311792,0.05,,0.5349857702964884
K2-182 b,Confirmed,,0.246,4.736837,0.0529,,0.5349857702964884
TOI-125 c,Confirmed,0.02086,0.24614,9.15059,0.0814,0.066,0.5347628415888822
Kepler-1140 b,Confirmed,,0.247,24.0862707,,,0.5333974879591951
K2-75 c,Confirmed,,0.247,18.311,0.1429,,0.5333974879591951
Kepler-1077 b,Confirmed,,0.247,34.3511874,,,0.5333974879591951
Kepler-251 d,Confirmed,,0.247,30.133001,0.182,,0.5333974879591951
Kepler-251 c,Confirmed,,0.247,16.514043,0.122,,0.5333974879591951
Kepler-251 e,Confirmed,,0.247,99.640161,0.404,,0.5333974879591951
Kepler-970 b,Confirmed,,0.247,16.73652231,,,0.5333974879591951
Kepler-449 c,Confirmed,,0.247,33.6727,,0.05,0.5333974879591951
K2-199 c,Confirmed,,0.248,7.374694,0.0668,,0.5318186083903381
K2-284 b,Confirmed,,0.248,4.795069,0.04771,0.078,0.5318186083903381
Kepler-26 b,Confirmed,0.01611,0.248,12.28,0.085,,0.5318186083903381
Kepler-894 b,Confirmed,,0.248,9.803224,,,0.5318186083903381
Kepler-870 b,Confirmed,,0.248,21.3587621,,,0.5318186083903381
Kepler-1669 b,Confirmed,,0.248,9.51216,0.0729,,0.5318186083903381
Kepler-58 b,Confirmed,1.39,0.248,10.2184954,,,0.5318186083903381
Kepler-24 e,Confirmed,,0.248,18.998355,0.138,,0.5318186083903381
Kepler-531 b,Confirmed,,0.248,29.88485741,,,0.5318186083903381
Kepler-480 b,Confirmed,,0.248,4.9195838,,,0.5318186083903381
Kepler-152 b,Confirmed,,0.249,18.207973,0.124,,0.530249048338545
K2-206 b,Confirmed,,0.249,18.294549,,,0.530249048338545
K2-319 b,Confirmed,,0.249,26.68,0.1516,,0.530249048338545
Kepler-586 b,Confirmed,,0.249,2.10472218,,,0.530249048338545
K2-249 b,Confirmed,,0.249,12.409,0.1151,,0.530249048338545
Kepler-192 c,Confirmed,,0.249,21.2234,0.15,,0.530249048338545
Kepler-573 b,Confirmed,,0.249,22.18329658,,,0.530249048338545
Kepler-150 d,Confirmed,,0.249,12.56093,0.104,,0.530249048338545
Kepler-835 b,Confirmed,,0.249,11.41909375,,,0.530249048338545
Kepler-325 d,Confirmed,,0.249,38.715185,0.22,,0.530249048338545
Kepler-1469 b,Confirmed,,0.25,21.8635301,,,0.5286887255323525
Kepler-24 c,Confirmed,1.6,0.25,12.3335,0.106,,0.5286887255323525
Kepler-912 b,Confirmed,,0.25,2.53475627,,,0.5286887255323525
Kepler-259 b,Confirmed,,0.25,8.115317,0.079,,0.5286887255323525
Kepler-66 b,Confirmed,0.047,0.25,17.815815,0.1352,,0.5286887255323525
Kepler-276 d,Confirmed,0.051,0.25,48.648,,,0.5286887255323525
Kepler-350 d,Confirmed,0.047,0.25,26.136,,,0.5286887255323525
Kepler-694 b,Confirmed,,0.25,6.36584161,,,0.5286887255323525
Kepler-1696 b,Confirmed,,0.251,65.9409,0.3245,,0.5271375586658318
Kepler-1333 b,Confirmed,,0.251,109.6471842,,,0.5271375586658318
Kepler-892 b,Confirmed,,0.251,13.7521072,,,0.5271375586658318
Kepler-219 d,Confirmed,,0.251,47.903645,0.272,,0.5271375586658318
Kepler-1113 b,Confirmed,,0.251,42.3004954,,,0.5271375586658318
Kepler-752 b,Confirmed,,0.251,18.82747265,,,0.5271375586658318
Kepler-1690 b,Confirmed,,0.251,234.636,0.7143,,0.5271375586658318
Kepler-1234 b,Confirmed,,0.251,11.94014029,,,0.5271375586658318
K2-138 f,Confirmed,0.005,0.251,12.75759,0.1043,0.364,0.5271375586658318
Kepler-722 c,Confirmed,,0.252,105.144749,,,0.5255954673844652
Kepler-733 b,Confirmed,,0.252,20.83424726,,,0.5255954673844652
K2-282 b,Confirmed,,0.252,4.169836,0.0499,,0.5255954673844652
Kepler-264 c,Confirmed,,0.252,140.101261,0.566,,0.5255954673844652
Kepler-198 b,Confirmed,,0.252,17.790037,0.131,,0.5255954673844652
Kepler-555 b,Confirmed,,0.252,16.21775407,,,0.5255954673844652
K2-188 c,Confirmed,,0.252,7.810253,0.0785,,0.5255954673844652
K2-167 b,Confirmed,,0.252,9.977481,,,0.5255954673844652
Kepler-1359 b,Confirmed,,0.252,59.4970952,,,0.5255954673844652
Kepler-585 b,Confirmed,,0.252,2.75235975,,,0.5255954673844652
Kepler-83 b,Confirmed,,0.252,9.77,0.078,0.0,0.5255954673844652
Kepler-1538 b,Confirmed,,0.252,175.138819,,,0.5255954673844652
Kepler-1099 b,Confirmed,,0.252,2.16845259,,,0.5255954673844652
Kepler-1411 b,Confirmed,,0.252,86.1150888,,,0.5255954673844652
Kepler-281 b,Confirmed,,0.252,14.646008,0.117,,0.5255954673844652
Kepler-1183 b,Confirmed,,0.252,28.5057189,,,0.5255954673844652
Kepler-410 A b,Confirmed,,0.253,17.833648,0.1226,0.17,0.5240623722712706
Kepler-1665 b,Confirmed,,0.253,11.9548,0.0928,,0.5240623722712706
K2-181 b,Confirmed,,0.253,6.894256,0.0706,,0.5240623722712706
Kepler-701 b,Confirmed,,0.253,10.35533177,,,0.5240623722712706
Kepler-527 b,Confirmed,,0.253,13.28535633,,,0.5240623722712706
Kepler-599 b,Confirmed,,0.253,15.65562652,,,0.5240623722712706
Kepler-133 c,Confirmed,,0.253,31.517586,0.204,,0.5240623722712706
Kepler-612 b,Confirmed,,0.253,3.72215641,,,0.5240623722712706
Kepler-358 c,Confirmed,,0.254,83.488369,0.381,,0.5225381948331684
Kepler-201 c,Confirmed,,0.254,151.884058,0.573,,0.5225381948331684
Kepler-800 b,Confirmed,,0.254,14.13176026,,,0.5225381948331684
Kepler-466 b,Confirmed,,0.254,51.07926307,,,0.5225381948331684
Kepler-288 c,Confirmed,,0.254,19.305772,0.14,,0.5225381948331684
Kepler-304 b,Confirmed,,0.255,3.295709,0.039,,0.5210228574875841
Kepler-170 c,Confirmed,,0.255,16.665863,0.131,,0.5210228574875841
Kepler-1237 b,Confirmed,,0.255,84.5733226,,,0.5210228574875841
Kepler-172 c,Confirmed,,0.255,6.388996,0.068,,0.5210228574875841
K2-183 d,Confirmed,,0.255,22.631964,0.1527,,0.5210228574875841
HD 3167 c,Confirmed,0.0308,0.255,29.83832,0.1841,0.267,0.5210228574875841
Kepler-1388 d,Confirmed,,0.255,20.9568158,,,0.5210228574875841
Kepler-142 c,Confirmed,,0.255,4.761702,0.057,,0.5210228574875841
Kepler-58 c,Confirmed,2.19,0.255,15.5741568,,,0.5210228574875841
Kepler-1325 b,Confirmed,,0.255,33.8786838,,,0.5210228574875841
Kepler-1419 b,Confirmed,,0.255,42.5215895,,,0.5210228574875841
K2-183 c,Confirmed,,0.256,10.792635,0.0932,,0.5195162835492854
KOI-351 d,Confirmed,,0.256,59.73667,0.32,,0.5195162835492854
Kepler-297 b,Confirmed,,0.256,38.871826,0.217,,0.5195162835492854
TOI-178 g,Confirmed,0.0124,0.256,20.7095,0.1275,,0.5195162835492854
Kepler-276 b,Confirmed,,0.256,14.12841,0.119,,0.5195162835492854
Kepler-11 c,Confirmed,0.009,0.256,13.0241,0.107,0.026,0.5195162835492854
Kepler-921 b,Confirmed,,0.256,51.300634,,,0.5195162835492854
Kepler-1684 b,Confirmed,,0.256,47.7055,0.2259,,0.5195162835492854
Kepler-1011 b,Confirmed,,0.256,5.75322197,,,0.5195162835492854
Kepler-593 b,Confirmed,,0.256,21.21708973,,,0.5195162835492854
TOI-561 c,Confirmed,0.017,0.2569,10.778853,0.0888,0.0,0.5181677970505933
Kepler-178 c,Confirmed,,0.257,20.552802,0.142,,0.5180183972174449
Kepler-1666 b,Confirmed,,0.257,25.8476,0.1761,,0.5180183972174449
KOI-351 f,Confirmed,,0.257,124.9144,0.48,0.01,0.5180183972174449
K2-70 b,Confirmed,,0.258,13.97896,0.1112,,0.5165291235629281
Kepler-781 b,Confirmed,,0.258,13.2140732,,,0.5165291235629281
Kepler-805 b,Confirmed,,0.258,30.8638931,,,0.5165291235629281
Kepler-53 b,Confirmed,18.41,0.258,18.6489525,,,0.5165291235629281
Kepler-689 b,Confirmed,,0.258,22.36656079,,,0.5165291235629281
Kepler-1682 b,Confirmed,,0.258,14.8334,0.1152,,0.5165291235629281
Kepler-716 b,Confirmed,,0.259,10.37168453,,,0.5150483885157982
Kepler-1554 b,Confirmed,,0.259,198.088774,,,0.5150483885157982
Kepler-1239 b,Confirmed,,0.259,5.19104016,,,0.5150483885157982
Kepler-631 b,Confirmed,,0.259,17.97979059,,,0.5150483885157982
Kepler-1447 b,Confirmed,,0.259,56.6747285,,,0.5150483885157982
Kepler-130 c,Confirmed,,0.259,27.50868,0.178,0.0,0.5150483885157982
Kepler-642 b,Confirmed,,0.259,4.41745855,,,0.5150483885157982
Kepler-875 b,Confirmed,,0.259,27.5073799,,,0.5150483885157982
Kepler-1700 b,Confirmed,,0.259,234.239,0.8017,,0.5150483885157982
Kepler-314 c,Confirmed,,0.259,5.960392,0.064,,0.5150483885157982
K2-124 b,Confirmed,0.033,0.259,6.413651,0.049,0.08,0.5150483885157982
Kepler-863 b,Confirmed,,0.259,15.59461874,,,0.5150483885157982
Kepler-600 b,Confirmed,,0.259,23.67517607,,,0.5150483885157982
Kepler-107 e,Confirmed,0.02706,0.259,14.749143,0.12639,0.0,0.5150483885157982
Kepler-178 b,Confirmed,,0.259,9.576694,0.085,,0.5150483885157982
K2-255 b,Confirmed,,0.259,1.96417,0.0274,,0.5150483885157982
Kepler-276 c,Confirmed,0.052,0.259,31.884,,,0.5150483885157982
K2-272 b,Confirmed,,0.26,14.453533,0.1081,,0.5135761188530363
Kepler-325 b,Confirmed,,0.26,4.544439,0.053,,0.5135761188530363
HIP 41378 b,Confirmed,,0.26,15.5712,,,0.5135761188530363
K2-136 c,Confirmed,,0.26,17.307137,,0.13,0.5135761188530363
Kepler-949 b,Confirmed,,0.26,8.6893073,,,0.5135761188530363
Kepler-221 c,Confirmed,,0.261,5.690586,0.059,,0.5121122421864716
Kepler-1052 b,Confirmed,,0.261,34.8538276,,,0.5121122421864716
Kepler-549 c,Confirmed,,0.261,117.040498,,,0.5121122421864716
K2-317 b,Confirmed,,0.261,6.22,0.0542,,0.5121122421864716
K2-266 d,Confirmed,0.028,0.261,14.697,0.1035,0.047,0.5121122421864716
Kepler-277 b,Confirmed,0.275,0.261,17.324,,,0.5121122421864716
Kepler-769 b,Confirmed,,0.261,7.42608998,,,0.5121122421864716
Kepler-153 b,Confirmed,,0.261,18.870227,0.129,,0.5121122421864716
Kepler-736 b,Confirmed,,0.261,3.60147201,,,0.5121122421864716
Kepler-1475 b,Confirmed,,0.261,82.177374,,,0.5121122421864716
Kepler-708 b,Confirmed,,0.261,3.16789194,,,0.5121122421864716
Kepler-709 b,Confirmed,,0.261,16.08524954,,,0.5121122421864716
TOI-824 b,Confirmed,0.058104,0.26104,1.392978,0.02177,,0.5120538606791424
TOI-125 d,Confirmed,0.0428,0.2614,19.98,0.137,0.168,0.5115290255007943
Kepler-1495 b,Confirmed,,0.262,85.273256,,,0.5106566869509161
Kepler-67 b,Confirmed,0.047,0.262,15.7259,0.1171,,0.5106566869509161
Kepler-1041 b,Confirmed,,0.262,24.7576421,,,0.5106566869509161
Kepler-1673 b,Confirmed,,0.262,33.7888,0.2114,,0.5106566869509161
Kepler-1086 c,Confirmed,,0.262,161.5163345,,,0.5106566869509161
Kepler-123 b,Confirmed,,0.262,17.232366,0.135,,0.5106566869509161
Kepler-58 d,Confirmed,,0.262,40.101371,0.236,,0.5106566869509161
Kepler-210 b,Confirmed,,0.262,2.453234,0.032,0.44,0.5106566869509161
Kepler-139 b,Confirmed,,0.262,15.771044,0.127,,0.5106566869509161
Kepler-1202 b,Confirmed,,0.262,28.6851324,,,0.5106566869509161
K2-270 c,Confirmed,,0.263,4.400028,0.0497,,0.5092093823925037
Kepler-735 b,Confirmed,,0.263,11.51516988,,,0.5092093823925037
Kepler-465 b,Confirmed,,0.263,9.94067247,,,0.5092093823925037
Kepler-219 b,Confirmed,,0.263,4.585512,0.057,,0.5092093823925037
Kepler-344 c,Confirmed,,0.263,125.596809,0.488,,0.5092093823925037
Kepler-154 c,Confirmed,,0.263,62.303276,0.303,,0.5092093823925037
Kepler-1641 c,Confirmed,,0.263,32.657212,,,0.5092093823925037
GJ 414 A b,Confirmed,,0.2632,50.817,0.24,0.48,0.5089209053921757
Kepler-1129 b,Confirmed,,0.264,24.3397804,,,0.5077702585572238
Kepler-650 b,Confirmed,,0.264,3.03214559,,,0.5077702585572238
Kepler-1354 b,Confirmed,,0.265,76.613377,,,0.5063392462796514
Kepler-741 b,Confirmed,,0.265,7.03902374,,,0.5063392462796514
Kepler-1672 b,Confirmed,,0.265,150.878,0.5431,,0.5063392462796514
Kepler-993 b,Confirmed,,0.265,22.08557563,,,0.5063392462796514
Kepler-1667 b,Confirmed,,0.266,83.5781,0.386,,0.5049162771718662
Kepler-985 b,Confirmed,,0.266,116.331901,,,0.5049162771718662
Kepler-1299 b,Confirmed,,0.266,19.9400874,,,0.5049162771718662
K2-278 b,Confirmed,,0.266,3.334966,0.0488,,0.5049162771718662
Kepler-255 c,Confirmed,,0.267,9.946047,0.092,,0.5035012836125574
Kepler-978 b,Confirmed,,0.267,49.6221509,,,0.5035012836125574
Kepler-223 b,Confirmed,0.02328,0.267,7.38449,0.073,0.078,0.5035012836125574
Kepler-1175 b,Confirmed,,0.267,37.94563,,,0.5035012836125574
Kepler-1341 b,Confirmed,,0.267,132.9968322,,,0.5035012836125574
K2-258 b,Confirmed,,0.268,19.0921,0.149,,0.5020941987363132
Kepler-338 d,Confirmed,,0.268,44.431014,0.257,0.03,0.5020941987363132
Kepler-462 b,Confirmed,0.16959,0.268,84.6866,,0.042,0.5020941987363132
Kepler-956 b,Confirmed,,0.268,5.24867263,,,0.5020941987363132
K2-138 g,Confirmed,0.0135,0.2688,41.96797,0.231,0.059,0.5009741806296737
Kepler-248 b,Confirmed,,0.269,6.308205,0.066,,0.5006949564230863
Kepler-679 b,Confirmed,,0.269,12.39358604,,,0.5006949564230863
Kepler-1112 b,Confirmed,,0.269,14.36267939,,,0.5006949564230863
Kepler-1036 b,Confirmed,,0.269,122.8808058,,,0.5006949564230863
Kepler-1550 b,Confirmed,,0.269,225.582809,,,0.5006949564230863
Kepler-623 b,Confirmed,,0.269,9.07097734,,,0.5006949564230863
Kepler-414 c,Confirmed,0.094,0.269,7.171,,,0.5006949564230863
Kepler-809 b,Confirmed,,0.269,55.63934,,,0.5006949564230863
Kepler-1267 b,Confirmed,,0.269,13.0313945,,,0.5006949564230863
Kepler-530 b,Confirmed,,0.269,39.30941904,,,0.5006949564230863
Kepler-180 c,Confirmed,,0.269,41.885775,0.229,,0.5006949564230863
Kepler-1056 b,Confirmed,,0.269,27.495606,,,0.5006949564230863
Kepler-498 b,Confirmed,,0.27,9.61375356,,,0.49930349128783824
Kepler-162 c,Confirmed,,0.27,19.446355,0.137,,0.49930349128783824
Kepler-598 c,Confirmed,,0.27,86.4945,,,0.49930349128783824
Kepler-893 b,Confirmed,,0.27,6.33855761,,,0.49930349128783824
Kepler-47 (AB) b,Confirmed,,0.27,49.514,0.2956,,0.49930349128783824
Kepler-245 d,Confirmed,,0.27,36.277108,0.202,,0.49930349128783824
Kepler-1490 b,Confirmed,,0.271,92.4362973,,,0.4979197386703541
Kepler-227 c,Confirmed,,0.271,54.418694,0.29,,0.4979197386703541
Kepler-1664 b,Confirmed,,0.271,14.3868,0.1189,,0.4979197386703541
Kepler-385 c,Confirmed,,0.271,15.163161,0.127,,0.4979197386703541
Kepler-676 b,Confirmed,,0.271,11.59822172,,,0.4979197386703541
Kepler-216 c,Confirmed,,0.271,17.406669,0.136,,0.4979197386703541
Kepler-1518 b,Confirmed,,0.272,5.11177904,,,0.496543634625226
Kepler-1204 b,Confirmed,,0.272,85.7350285,,,0.496543634625226
Kepler-20 c,Confirmed,0.04012,0.272,10.85409089,0.0949,0.16,0.496543634625226
K2-204 b,Confirmed,,0.272,7.055784,,,0.496543634625226
Kepler-791 b,Confirmed,,0.272,14.5539759,,,0.496543634625226
Kepler-463 b,Confirmed,,0.272,8.98101683,,,0.496543634625226
Kepler-474 b,Confirmed,,0.273,5.66067294,,,0.49517511591200336
K2-290 b,Confirmed,0.0343,0.273,9.21165,0.0923,0.0,0.49517511591200336
Kepler-351 b,Confirmed,,0.273,37.054919,0.214,,0.49517511591200336
Kepler-151 b,Confirmed,,0.273,15.228958,0.116,,0.49517511591200336
Kepler-760 b,Confirmed,,0.273,8.70419416,,,0.49517511591200336
Kepler-346 c,Confirmed,,0.274,23.851549,0.168,,0.49381411998550484
Kepler-238 d,Confirmed,,0.274,13.233549,0.115,,0.49381411998550484
Kepler-293 b,Confirmed,,0.274,19.254196,0.144,,0.49381411998550484
Kepler-1494 b,Confirmed,,0.274,91.080482,,,0.49381411998550484
Kepler-661 b,Confirmed,,0.274,6.02930132,,,0.49381411998550484
Kepler-924 b,Confirmed,,0.274,61.0370117,,,0.49381411998550484
Kepler-750 b,Confirmed,,0.274,9.42887179,,,0.49381411998550484
Kepler-335 c,Confirmed,,0.274,67.844469,0.356,,0.49381411998550484
Kepler-476 b,Confirmed,,0.275,14.00640607,,,0.4924605849862894
Kepler-232 b,Confirmed,,0.275,4.431222,0.054,,0.4924605849862894
Kepler-681 b,Confirmed,,0.275,26.39435646,,,0.4924605849862894
Kepler-941 b,Confirmed,,0.275,17.42395198,,,0.4924605849862894
Kepler-563 b,Confirmed,,0.276,22.18432708,,,0.4911144497312846
Kepler-859 b,Confirmed,,0.276,20.38177573,,,0.4911144497312846
Kepler-692 b,Confirmed,,0.277,21.81293494,,,0.48977565370456677
Kepler-536 b,Confirmed,,0.277,1.8270823,,,0.48977565370456677
Kepler-1318 b,Confirmed,,0.277,213.257663,,,0.48977565370456677
Kepler-104 b,Confirmed,,0.277,11.427548,0.094,,0.48977565370456677
Kepler-279 d,Confirmed,0.118,0.277,54.414,0.30728,,0.48977565370456677
Kepler-227 b,Confirmed,,0.277,9.488015,0.09,,0.48977565370456677
Kepler-199 b,Confirmed,,0.277,23.637604,0.158,,0.48977565370456677
Kepler-749 b,Confirmed,,0.277,17.31716585,,,0.48977565370456677
Kepler-282 e,Confirmed,0.177,0.277,44.347,,,0.48977565370456677
TOI-451 c,Confirmed,,0.277,9.192523,0.0823,0.2,0.48977565370456677
Kepler-209 c,Confirmed,,0.277,41.749882,0.231,,0.48977565370456677
Kepler-350 c,Confirmed,0.019,0.277,17.849,,,0.48977565370456677
Kepler-175 c,Confirmed,,0.277,34.035257,0.213,,0.48977565370456677
Kepler-1641 b,Confirmed,,0.277,19.672266,,,0.48977565370456677
Kepler-656 b,Confirmed,,0.278,1.26025909,,,0.48844413704829315
Kepler-150 e,Confirmed,,0.278,30.826557,0.189,,0.48844413704829315
Kepler-224 c,Confirmed,,0.278,5.925003,0.058,,0.48844413704829315
Kepler-11 d,Confirmed,0.023,0.278,22.6845,0.155,0.004,0.48844413704829315
HD108236 e,Confirmed,,0.2783,19.5917,0.14,0.2,0.4880460926601181
K2-195 b,Confirmed,,0.279,15.852975,0.1208,,0.4871198405537802
Kepler-1600 b,Confirmed,,0.279,386.370548,,,0.4871198405537802
Kepler-146 c,Confirmed,0.02357,0.279,76.732171,0.364,0.075,0.4871198405537802
Kepler-1675 b,Confirmed,,0.279,63.0382,0.3235,,0.4871198405537802
Kepler-1546 b,Confirmed,,0.279,19.5974971,,,0.4871198405537802
Kepler-104 c,Confirmed,,0.279,23.668205,0.153,,0.4871198405537802
Kepler-955 b,Confirmed,,0.279,14.53244172,,,0.4871198405537802
Kepler-218 c,Confirmed,,0.28,44.699576,0.248,,0.48580270565272776
Kepler-1536 b,Confirmed,,0.28,364.758031,,,0.48580270565272776
Kepler-1001 b,Confirmed,,0.281,14.30511983,,,0.4844926744085839
Kepler-644 b,Confirmed,,0.281,3.1739171,,,0.4844926744085839
Kepler-312 c,Confirmed,,0.281,19.747412,0.153,,0.4844926744085839
Kepler-324 c,Confirmed,,0.281,51.805612,0.26,,0.4844926744085839
HD 191939 d,Confirmed,,0.2819,38.3561,0.216,,0.48331967253332764
Kepler-569 b,Confirmed,,0.282,34.18890521,,,0.48318968950805063
Kepler-222 b,Confirmed,,0.282,3.936981,0.048,,0.48318968950805063
Kepler-619 b,Confirmed,,0.282,5.4042722,,,0.48318968950805063
Kepler-1593 b,Confirmed,,0.283,174.509835,,,0.4818936942527252
Kepler-53 c,Confirmed,15.74,0.283,38.5583038,,,0.4818936942527252
Kepler-774 b,Confirmed,,0.283,11.0895723,,,0.4818936942527252
K2-186 b,Confirmed,,0.283,41.474219,,,0.4818936942527252
Kepler-253 d,Confirmed,,0.283,18.119869,0.13,,0.4818936942527252
K2-187 d,Confirmed,,0.283,7.14921,0.072,,0.4818936942527252
NGTS-4 b,Confirmed,0.0648,0.2837,1.3373508,0.019,0.0,0.48099062635164946
K2-160 b,Confirmed,,0.284,3.705871,,,0.4806046325508756
Kepler-1094 b,Confirmed,,0.284,78.1000231,,,0.4806046325508756
Kepler-630 b,Confirmed,,0.284,161.4743937,,,0.4806046325508756
Kepler-1502 b,Confirmed,,0.284,41.7083629,,,0.4806046325508756
Kepler-521 b,Confirmed,,0.284,22.20813214,,,0.4806046325508756
Kepler-170 b,Confirmed,,0.285,7.930592,0.08,,0.47932244890934883
Kepler-351 c,Confirmed,,0.285,57.24809,0.287,,0.47932244890934883
Kepler-1634 b,Confirmed,,0.285,374.876239,,,0.47932244890934883
TOI-1098 b,Confirmed,,0.285,10.18271,0.113,0.2,0.47932244890934883
Kepler-188 c,Confirmed,,0.285,5.996553,0.066,,0.47932244890934883
K2-36 c,Confirmed,0.02454,0.285,5.340888,0.054,0.0,0.47932244890934883
Kepler-1642 b,Confirmed,,0.285,12.2057513,,,0.47932244890934883
Kepler-33 c,Confirmed,,0.285,13.17562,0.1189,0.0,0.47932244890934883
Kepler-1294 b,Confirmed,,0.285,115.6862258,,,0.47932244890934883
Kepler-1172 b,Confirmed,,0.285,26.0204423,,,0.47932244890934883
Kepler-23 c,Confirmed,2.7,0.285,10.7421,0.099,0.02,0.47932244890934883
K2-172 c,Confirmed,,0.286,29.62682,,,0.4780470884256066
Kepler-782 b,Confirmed,,0.286,158.6853308,,,0.4780470884256066
Kepler-483 b,Confirmed,,0.286,30.229104,,,0.4780470884256066
Kepler-1674 b,Confirmed,,0.286,62.5611,0.3008,,0.4780470884256066
Kepler-648 b,Confirmed,,0.287,17.4211749,,,0.47677849677988937
Kepler-472 b,Confirmed,,0.287,4.17625551,,,0.47677849677988937
K2-63 b,Confirmed,,0.287,20.257,0.1627,,0.47677849677988937
HD 191939 c,Confirmed,,0.2873,28.5806,0.178,,0.47639923115984395
Kepler-1636 b,Confirmed,,0.288,425.47785,,,0.4755166202275043
Kepler-860 b,Confirmed,,0.289,5.10137945,,,0.47426140559123453
Kepler-742 b,Confirmed,,0.289,8.36086824,,,0.47426140559123453
Kepler-1666 c,Confirmed,,0.289,40.7157,0.2383,,0.47426140559123453
Kepler-430 b,Confirmed,,0.29,35.968,0.2244,,0.47301280025386994
K2-164 b,Confirmed,,0.29,17.355066,,,0.47301280025386994
Kepler-199 c,Confirmed,,0.29,67.093408,0.316,,0.47301280025386994
Kepler-726 b,Confirmed,,0.291,21.80451088,,,0.4717707521508545
Kepler-368 b,Confirmed,,0.291,26.84768,0.186,,0.4717707521508545
Kepler-987 b,Confirmed,,0.291,105.3033148,,,0.4717707521508545
Kepler-1097 b,Confirmed,,0.291,187.747029,,,0.4717707521508545
Kepler-287 c,Confirmed,,0.291,44.851896,0.246,,0.4717707521508545
K2-32 d,Confirmed,0.0211,0.292,31.7142,0.1862,0.05,0.4705352097630492
Kepler-576 b,Confirmed,,0.292,29.91136794,,,0.4705352097630492
Kepler-1085 c,Confirmed,,0.292,56.7771,,,0.4705352097630492
Kepler-1080 b,Confirmed,,0.293,77.2548396,,,0.46930612210960865
K2-201 c,Confirmed,,0.293,22.779878,,,0.46930612210960865
Kepler-1467 b,Confirmed,,0.294,47.0569043,,,0.46808343874096925
Kepler-464 b,Confirmed,,0.294,7.25696522,,,0.46808343874096925
K2-138 e,Confirmed,0.0409,0.294,8.26144,0.07807,0.315,0.46808343874096925
Kepler-305 c,Confirmed,0.019,0.294,8.291,0.07711,,0.46808343874096925
K2-266 b,Confirmed,0.0355,0.294,0.658524,0.01306,,0.46808343874096925
Kepler-724 b,Confirmed,,0.294,3.31494634,,,0.46808343874096925
Kepler-610 c,Confirmed,,0.294,151.86392,,,0.46808343874096925
Kepler-1678 b,Confirmed,,0.295,147.974,0.5407,,0.46686710973194623
Kepler-207 d,Confirmed,,0.295,5.868075,0.068,,0.46686710973194623
Kepler-606 b,Confirmed,,0.295,24.31575992,,,0.46686710973194623
Kepler-1663 b,Confirmed,,0.295,17.6046,,,0.46686710973194623
Kepler-739 b,Confirmed,,0.296,12.53248465,,,0.46565708567493835
Kepler-411 d,Confirmed,0.04782,0.296,58.02035,0.279,0.128,0.46565708567493835
Kepler-620 b,Confirmed,,0.296,12.91375431,,,0.46565708567493835
Kepler-1270 b,Confirmed,,0.296,6.03356196,,,0.46565708567493835
Kepler-11 g,Confirmed,0.079,0.297,118.3807,0.466,0.15,0.46445331767323794
Kepler-264 b,Confirmed,,0.297,40.806231,0.249,,0.46445331767323794
Kepler-275 d,Confirmed,,0.297,35.676062,0.224,,0.46445331767323794
Kepler-728 b,Confirmed,,0.298,5.74347727,,,0.4632557573344438
Kepler-940 b,Confirmed,,0.298,59.6225257,,,0.4632557573344438
Kepler-609 b,Confirmed,,0.299,6.52121067,,,0.4620643567639774
Kepler-1451 b,Confirmed,,0.299,35.622233,,,0.4620643567639774
Kepler-1670 b,Confirmed,,0.299,20.4998,0.151,,0.4620643567639774
Kepler-541 b,Confirmed,,0.3,5.08005848,,,0.46087906855869676
Kepler-1083 b,Confirmed,,0.3,33.4177993,,,0.46087906855869676
Kepler-1510 b,Confirmed,,0.3,84.703921,,,0.46087906855869676
Kepler-1057 b,Confirmed,,0.3,14.08827448,,,0.46087906855869676
Kepler-277 c,Confirmed,0.202,0.3,33.006,,,0.46087906855869676
Kepler-684 b,Confirmed,,0.3,6.77030201,,,0.46087906855869676
HD 191939 b,Confirmed,,0.3007,8.880411,0.089,,0.4600529785284009
K2-105 b,Confirmed,0.094,0.301,8.267704,0.0796,,0.45969984580060996
Kepler-340 c,Confirmed,,0.301,22.824669,0.178,,0.45969984580060996
Kepler-103 b,Confirmed,0.031,0.301,15.9654,0.133,0.17,0.45969984580060996
Kepler-143 c,Confirmed,,0.301,27.082511,0.181,,0.45969984580060996
Kepler-1676 b,Confirmed,,0.301,29.9221,0.1931,,0.45969984580060996
Kepler-591 b,Confirmed,,0.302,81.1694299,,,0.4585266420506844
Kepler-275 c,Confirmed,,0.302,16.088134,0.132,,0.4585266420506844
Kepler-965 b,Confirmed,,0.302,134.2527298,,,0.4585266420506844
Kepler-766 b,Confirmed,,0.302,6.10027804,,,0.4585266420506844
Kepler-139 c,Confirmed,,0.302,157.072878,0.586,,0.4585266420506844
