"ligue","saison","jour","date","lieu","equipe_domicile","score_domicile","equipe_exterieur","score_exterieur"
"L1","2006-2007",29,"2007-03-18 18:00:00+01:00","Auxerre","Auxerre",1,"Lens",0
"L1","2006-2007",29,"2007-03-18 21:00:00+01:00","Rennes","Rennes",1,"Paris-SG",0
"L1","2006-2007",30,"2007-03-31 17:10:00+02:00","Lorient","Lorient",2,"Marseille",1
"L1","2006-2007",30,"2007-04-01 14:00:00+02:00","Nantes","Nantes",0,"Sedan",1
"L1","2006-2007",30,"2007-04-01 16:00:00+02:00","Nice","Nice",1,"Monaco",1
"L1","2006-2007",30,"2007-04-01 16:00:00+02:00","Le Mans","Le Mans",2,"Auxerre",2
"L1","2006-2007",30,"2007-04-01 16:00:00+02:00","Toulouse","Toulouse",1,"Saint-Étienne",0
"L1","2006-2007",30,"2007-04-01 16:00:00+02:00","Troyes","Troyes",0,"Sochaux",1
"L1","2006-2007",30,"2007-04-01 16:00:00+02:00","Lille","Lille",0,"Valenciennes",2
"L1","2006-2007",30,"2007-04-01 21:00:00+02:00","Lens","Lens",1,"Paris-SG",2
"L1","2006-2007",31,"2007-04-07 17:10:00+02:00","Valenciennes","Valenciennes",0,"Lyon",0
"L1","2006-2007",31,"2007-04-07 20:00:00+02:00","Paris","Paris-SG",2,"Le Mans",1
"L1","2006-2007",31,"2007-04-07 20:00:00+02:00","Rennes","Rennes",1,"Lens",0
"L1","2006-2007",31,"2007-04-07 20:00:00+02:00","Auxerre","Auxerre",0,"Bordeaux",0
"L1","2006-2007",31,"2007-04-07 20:00:00+02:00","Sochaux","Sochaux",1,"Nice",1
"L1","2006-2007",31,"2007-04-07 20:00:00+02:00","Saint-Etienne","Saint-Étienne",2,"Nantes",1
"L1","2006-2007",31,"2007-04-07 20:00:00+02:00","Nancy","Nancy",0,"Lorient",1
"L1","2006-2007",31,"2007-04-07 20:00:00+02:00","Monaco","Monaco",0,"Troyes",0
"L1","2006-2007",31,"2007-04-08 18:00:00+02:00","Sedan","Sedan",0,"Toulouse",2
"L1","2006-2007",31,"2007-04-08 21:00:00+02:00","Marseille","Marseille",4,"Lille",1
"L1","2006-2007",32,"2007-04-14 17:10:00+02:00","Bordeaux","Bordeaux",0,"Paris-SG",0
"L1","2006-2007",32,"2007-04-14 20:00:00+02:00","Toulouse","Toulouse",2,"Auxerre",0
"L1","2006-2007",32,"2007-04-14 20:00:00+02:00","Lille","Lille",2,"Sochaux",0
"L1","2006-2007",32,"2007-04-14 20:00:00+02:00","Valenciennes","Valenciennes",0,"Marseille",0
"L1","2006-2007",32,"2007-04-14 20:00:00+02:00","Le Mans","Le Mans",0,"Rennes",0
"L1","2006-2007",32,"2007-04-14 20:00:00+02:00","Lorient","Lorient",0,"Monaco",0
"L1","2006-2007",32,"2007-04-14 20:00:00+02:00","Troyes","Troyes",0,"Nancy",0
"L1","2006-2007",32,"2007-04-14 20:00:00+02:00","Nantes","Nantes",0,"Lens",0
"L1","2006-2007",32,"2007-04-15 18:00:00+02:00","Nice","Nice",2,"Saint-Étienne",1
"L1","2006-2007",32,"2007-04-15 21:00:00+02:00","Lyon","Lyon",1,"Sedan",0
"L1","2006-2007",30,"2007-04-18 19:00:00+02:00","Bordeaux","Bordeaux",3,"Nancy",0
"L1","2006-2007",30,"2007-04-18 19:00:00+02:00","Lyon","Lyon",0,"Rennes",0
"L1","2006-2007",33,"2007-04-21 17:10:00+02:00","Paris","Paris-SG",4,"Nantes",0
"L1","2006-2007",33,"2007-04-21 20:00:00+02:00","Rennes","Rennes",3,"Toulouse",2
"L1","2006-2007",33,"2007-04-21 20:00:00+02:00","Lens","Lens",2,"Le Mans",0
"L1","2006-2007",33,"2007-04-21 20:00:00+02:00","Sochaux","Sochaux",1,"Lorient",1
"L1","2006-2007",33,"2007-04-21 20:00:00+02:00","Marseille","Marseille",2,"Troyes",1
"L1","2006-2007",33,"2007-04-21 20:00:00+02:00","Monaco","Monaco",3,"Lille",1
"L1","2006-2007",33,"2007-04-21 20:00:00+02:00","Nancy","Nancy",1,"Valenciennes",0
"L1","2006-2007",33,"2007-04-21 20:00:00+02:00","Sedan","Sedan",1,"Nice",1
"L1","2006-2007",33,"2007-04-22 18:00:00+02:00","Auxerre","Auxerre",0,"Lyon",0
"L1","2006-2007",33,"2007-04-22 21:00:00+02:00","Saint-Etienne","Saint-Étienne",0,"Bordeaux",2
"L1","2006-2007",34,"2007-04-28 17:10:00+02:00","Toulouse","Toulouse",1,"Paris-SG",3
"L1","2006-2007",34,"2007-04-28 20:00:00+02:00","Lille","Lille",0,"Nancy",1
"L1","2006-2007",34,"2007-04-28 20:00:00+02:00","Nantes","Nantes",0,"Rennes",2
"L1","2006-2007",34,"2007-04-28 20:00:00+02:00","Troyes","Troyes",3,"Sedan",2
"L1","2006-2007",34,"2007-04-28 20:00:00+02:00","Lyon","Lyon",2,"Le Mans",1
"L1","2006-2007",34,"2007-04-28 20:00:00+02:00","Valenciennes","Valenciennes",2,"Monaco",2
"L1","2006-2007",34,"2007-04-28 20:00:00+02:00","Lorient","Lorient",0,"Saint-Étienne",0
"L1","2006-2007",34,"2007-04-28 20:00:00+02:00","Nice","Nice",0,"Auxerre",0
"L1","2006-2007",34,"2007-04-29 18:00:00+02:00","Bordeaux","Bordeaux",1,"Lens",0
"L1","2006-2007",34,"2007-04-29 21:00:00+02:00","Marseille","Marseille",4,"Sochaux",2
"L1","2006-2007",35,"2007-05-05 17:10:00+02:00","Paris","Paris-SG",1,"Lyon",1
"L1","2006-2007",35,"2007-05-05 20:00:00+02:00","Rennes","Rennes",0,"Bordeaux",0
"L1","2006-2007",35,"2007-05-05 20:00:00+02:00","Lens","Lens",2,"Toulouse",0
"L1","2006-2007",35,"2007-05-05 20:00:00+02:00","Sochaux","Sochaux",1,"Valenciennes",0
"L1","2006-2007",35,"2007-05-05 20:00:00+02:00","Sedan","Sedan",3,"Lorient",1
"L1","2006-2007",35,"2007-05-05 20:00:00+02:00","Auxerre","Auxerre",1,"Troyes",0
"L1","2006-2007",35,"2007-05-05 20:00:00+02:00","Le Mans","Le Mans",1,"Nantes",1
"L1","2006-2007",35,"2007-05-05 20:00:00+02:00","Nancy","Nancy",3,"Nice",0
"L1","2006-2007",35,"2007-05-06 18:00:00+02:00","Saint-Etienne","Saint-Étienne",2,"Lille",1
"L1","2006-2007",35,"2007-05-06 21:05:00+02:00","Monaco","Monaco",1,"Marseille",2
"L1","2006-2007",36,"2007-05-09 18:00:00+02:00","Sochaux","Sochaux",2,"Monaco",1
"L1","2006-2007",36,"2007-05-09 20:30:00+02:00","Lille","Lille",2,"Sedan",1
"L1","2006-2007",36,"2007-05-09 20:30:00+02:00","Lorient","Lorient",2,"Auxerre",1
"L1","2006-2007",36,"2007-05-09 20:30:00+02:00","Valenciennes","Valenciennes",1,"Saint-Étienne",0
"L1","2006-2007",36,"2007-05-09 20:30:00+02:00","Troyes","Troyes",2,"Rennes",2
"L1","2006-2007",36,"2007-05-09 20:30:00+02:00","Marseille","Marseille",2,"Nancy",1
"L1","2006-2007",36,"2007-05-09 20:30:00+02:00","Bordeaux","Bordeaux",0,"Nantes",1
"L1","2006-2007",36,"2007-05-09 20:30:00+02:00","Nice","Nice",1,"Paris-SG",0
"L1","2006-2007",36,"2007-05-09 20:45:00+02:00","Lyon","Lyon",3,"Lens",0
"L1","2006-2007",36,"2007-05-10 21:00:00+02:00","Toulouse","Toulouse",0,"Le Mans",1
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Monaco","Monaco",1,"Lyon",0
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Lens","Lens",0,"Nice",0
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Le Mans","Le Mans",1,"Bordeaux",1
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Nancy","Nancy",5,"Sochaux",2
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Rennes","Rennes",4,"Lorient",1
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Nantes","Nantes",0,"Toulouse",0
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Auxerre","Auxerre",2,"Lille",1
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Saint-Etienne","Saint-Étienne",1,"Marseille",2
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Sedan","Sedan",1,"Valenciennes",1
"L1","2006-2007",37,"2007-05-19 20:45:00+02:00","Paris","Paris-SG",2,"Troyes",1
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Valenciennes","Valenciennes",1,"Auxerre",3
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Sochaux","Sochaux",1,"Saint-Étienne",0
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Lille","Lille",1,"Rennes",1
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Toulouse","Toulouse",3,"Bordeaux",1
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Troyes","Troyes",3,"Lens",0
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Marseille","Marseille",1,"Sedan",0
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Lyon","Lyon",3,"Nantes",1
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Lorient","Lorient",0,"Paris-SG",1
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Nice","Nice",3,"Le Mans",3
"L1","2006-2007",38,"2007-05-26 20:45:00+02:00","Monaco","Monaco",2,"Nancy",0
"L1","2007-2008",1,"2007-08-04 17:10:00+02:00","Strasbourg","Strasbourg",0,"Marseille",0
"L1","2007-2008",1,"2007-08-04 20:00:00+02:00","Monaco","Monaco",1,"Saint-Étienne",1
"L1","2007-2008",1,"2007-08-04 20:00:00+02:00","Valenciennes","Valenciennes",3,"Toulouse",1
"L1","2007-2008",1,"2007-08-04 20:00:00+02:00","Lille","Lille",0,"Lorient",0
"L1","2007-2008",1,"2007-08-04 20:00:00+02:00","Paris","Paris-SG",0,"Sochaux",0
"L1","2007-2008",1,"2007-08-04 20:00:00+02:00","Bordeaux","Bordeaux",1,"Lens",0
"L1","2007-2008",1,"2007-08-04 20:00:00+02:00","Rennes","Rennes",0,"Nancy",2
"L1","2007-2008",1,"2007-08-04 20:00:00+02:00","Caen","Caen",1,"Nice",0
"L1","2007-2008",1,"2007-08-05 18:00:00+02:00","Le Mans","Le Mans",1,"Metz",0
"L1","2007-2008",1,"2007-08-05 21:00:00+02:00","Lyon","Lyon",2,"Auxerre",0
"L1","2007-2008",2,"2007-08-11 17:10:00+02:00","Toulouse","Toulouse",1,"Lyon",0
"L1","2007-2008",2,"2007-08-11 20:00:00+02:00","Auxerre","Auxerre",0,"Bordeaux",2
"L1","2007-2008",2,"2007-08-11 20:00:00+02:00","Saint-Etienne","Saint-Étienne",3,"Valenciennes",1
"L1","2007-2008",2,"2007-08-11 20:00:00+02:00","Nancy","Nancy",1,"Caen",0
"L1","2007-2008",2,"2007-08-11 20:00:00+02:00","Sochaux","Sochaux",1,"Le Mans",3
"L1","2007-2008",2,"2007-08-11 20:00:00+02:00","Lorient","Lorient",2,"Monaco",1
"L1","2007-2008",2,"2007-08-11 20:00:00+02:00","Nice","Nice",1,"Strasbourg",0
"L1","2007-2008",2,"2007-08-11 20:00:00+02:00","Marseille","Marseille",0,"Rennes",0
"L1","2007-2008",2,"2007-08-12 18:00:00+02:00","Metz","Metz",1,"Lille",2
"L1","2007-2008",2,"2007-08-12 21:00:00+02:00","Lens","Lens",0,"Paris-SG",0
"L1","2007-2008",3,"2007-08-15 18:30:00+02:00","Valenciennes","Valenciennes",2,"Marseille",1
"L1","2007-2008",3,"2007-08-15 20:30:00+02:00","Bordeaux","Bordeaux",1,"Le Mans",2
"L1","2007-2008",3,"2007-08-15 20:30:00+02:00","Strasbourg","Strasbourg",3,"Auxerre",0
"L1","2007-2008",3,"2007-08-15 20:30:00+02:00","Monaco","Monaco",2,"Metz",0
"L1","2007-2008",3,"2007-08-15 20:30:00+02:00","Paris","Paris-SG",1,"Lorient",3
"L1","2007-2008",3,"2007-08-15 20:30:00+02:00","Lille","Lille",1,"Sochaux",1
"L1","2007-2008",3,"2007-08-15 20:45:00+02:00","Rennes","Rennes",1,"Saint-Étienne",0
"L1","2007-2008",3,"2007-08-16 21:00:00+02:00","Nancy","Nancy",2,"Nice",1
"L1","2007-2008",4,"2007-08-18 17:10:00+02:00","Sochaux","Sochaux",0,"Monaco",3
"L1","2007-2008",4,"2007-08-18 20:00:00+02:00","Saint-Etienne","Saint-Étienne",0,"Bordeaux",0
"L1","2007-2008",4,"2007-08-18 20:00:00+02:00","Lorient","Lorient",2,"Lyon",1
"L1","2007-2008",4,"2007-08-18 20:00:00+02:00","Metz","Metz",0,"Paris-SG",0
"L1","2007-2008",4,"2007-08-18 20:00:00+02:00","Toulouse","Toulouse",1,"Strasbourg",3
"L1","2007-2008",4,"2007-08-18 20:00:00+02:00","Auxerre","Auxerre",1,"Caen",0
"L1","2007-2008",4,"2007-08-18 20:00:00+02:00","Le Mans","Le Mans",1,"Lille",1
"L1","2007-2008",4,"2007-08-19 19:00:00+02:00","Lens","Lens",0,"Valenciennes",0
"L1","2007-2008",4,"2007-08-19 19:00:00+02:00","Nice","Nice",1,"Rennes",1
"L1","2007-2008",4,"2007-08-19 21:00:00+02:00","Marseille","Marseille",2,"Nancy",2
"L1","2007-2008",5,"2007-08-25 17:10:00+02:00","Caen","Caen",1,"Marseille",2
"L1","2007-2008",5,"2007-08-25 20:00:00+02:00","Nice","Nice",1,"Toulouse",1
"L1","2007-2008",5,"2007-08-25 20:00:00+02:00","Rennes","Rennes",2,"Metz",0
"L1","2007-2008",5,"2007-08-25 20:00:00+02:00","Valenciennes","Valenciennes",3,"Sochaux",1
"L1","2007-2008",5,"2007-08-25 20:00:00+02:00","Strasbourg","Strasbourg",2,"Lens",1
"L1","2007-2008",5,"2007-08-25 20:00:00+02:00","Nancy","Nancy",4,"Auxerre",1
"L1","2007-2008",5,"2007-08-25 20:00:00+02:00","Bordeaux","Bordeaux",2,"Lorient",2
"L1","2007-2008",5,"2007-08-25 20:00:00+02:00","Monaco","Monaco",3,"Le Mans",1
"L1","2007-2008",5,"2007-08-26 18:00:00+02:00","Paris","Paris-SG",1,"Lille",1
"L1","2007-2008",5,"2007-08-26 21:00:00+02:00","Lyon","Lyon",1,"Saint-Étienne",0
"L1","2007-2008",6,"2007-08-28 21:00:00+02:00","Lorient","Lorient",1,"Valenciennes",3
"L1","2007-2008",6,"2007-08-29 18:30:00+02:00","Marseille","Marseille",0,"Nice",2
"L1","2007-2008",6,"2007-08-29 20:30:00+02:00","Le Mans","Le Mans",0,"Paris-SG",2
"L1","2007-2008",6,"2007-08-29 20:30:00+02:00","Auxerre","Auxerre",0,"Rennes",2
"L1","2007-2008",6,"2007-08-29 20:30:00+02:00","Metz","Metz",0,"Bordeaux",1
"L1","2007-2008",6,"2007-08-29 20:30:00+02:00","Saint-Etienne","Saint-Étienne",2,"Strasbourg",0
"L1","2007-2008",6,"2007-08-29 20:30:00+02:00","Lille","Lille",0,"Monaco",1
"L1","2007-2008",6,"2007-08-29 20:45:00+02:00","Sochaux","Sochaux",1,"Lyon",2
"L1","2007-2008",7,"2007-09-01 17:10:00+02:00","Bordeaux","Bordeaux",2,"Monaco",1
"L1","2007-2008",7,"2007-09-01 20:00:00+02:00","Toulouse","Toulouse",2,"Auxerre",0
"L1","2007-2008",7,"2007-09-01 20:00:00+02:00","Caen","Caen",2,"Sochaux",2
"L1","2007-2008",7,"2007-09-01 20:00:00+02:00","Strasbourg","Strasbourg",0,"Lorient",0
"L1","2007-2008",7,"2007-09-01 20:00:00+02:00","Rennes","Rennes",2,"Lille",2
"L1","2007-2008",7,"2007-09-01 20:00:00+02:00","Lyon","Lyon",3,"Le Mans",2
"L1","2007-2008",7,"2007-09-01 20:00:00+02:00","Valenciennes","Valenciennes",0,"Metz",0
"L1","2007-2008",7,"2007-09-01 20:00:00+02:00","Nancy","Nancy",2,"Saint-Étienne",0
"L1","2007-2008",7,"2007-09-02 18:00:00+02:00","Paris","Paris-SG",1,"Marseille",1
"L1","2007-2008",7,"2007-09-02 20:40:00+02:00","Nice","Nice",1,"Lens",0
"L1","2007-2008",8,"2007-09-15 17:10:00+02:00","Marseille","Marseille",1,"Toulouse",2
"L1","2007-2008",8,"2007-09-15 20:00:00+02:00","Sochaux","Sochaux",0,"Strasbourg",0
"L1","2007-2008",8,"2007-09-15 20:00:00+02:00","Lens","Lens",1,"Nancy",0
"L1","2007-2008",8,"2007-09-15 20:00:00+02:00","Metz","Metz",1,"Lyon",5
"L1","2007-2008",8,"2007-09-15 20:00:00+02:00","Le Mans","Le Mans",2,"Valenciennes",0
"L1","2007-2008",8,"2007-09-15 20:00:00+02:00","Lille","Lille",1,"Bordeaux",1
"L1","2007-2008",8,"2007-09-15 20:00:00+02:00","Auxerre","Auxerre",2,"Nice",0
"L1","2007-2008",8,"2007-09-15 20:00:00+02:00","Saint-Etienne","Saint-Étienne",3,"Caen",0
"L1","2007-2008",8,"2007-09-16 16:00:00+02:00","Monaco","Monaco",1,"Paris-SG",2
"L1","2007-2008",8,"2007-09-16 18:00:00+02:00","Lorient","Lorient",0,"Rennes",1
"L1","2007-2008",9,"2007-09-22 17:10:00+02:00","Auxerre","Auxerre",2,"Marseille",0
"L1","2007-2008",9,"2007-09-22 20:00:00+02:00","Nice","Nice",3,"Saint-Étienne",0
"L1","2007-2008",9,"2007-09-22 20:00:00+02:00","Nancy","Nancy",2,"Lorient",0
"L1","2007-2008",9,"2007-09-22 20:00:00+02:00","Caen","Caen",1,"Metz",2
"L1","2007-2008",9,"2007-09-22 20:00:00+02:00","Toulouse","Toulouse",1,"Lens",1
"L1","2007-2008",9,"2007-09-22 20:00:00+02:00","Strasbourg","Strasbourg",0,"Le Mans",1
"L1","2007-2008",9,"2007-09-22 20:00:00+02:00","Valenciennes","Valenciennes",1,"Monaco",0
"L1","2007-2008",9,"2007-09-23 18:00:00+02:00","Rennes","Rennes",0,"Sochaux",2
"L1","2007-2008",9,"2007-09-23 18:00:00+02:00","Paris","Paris-SG",0,"Bordeaux",2
"L1","2007-2008",9,"2007-09-23 21:00:00+02:00","Lyon","Lyon",1,"Lille",1
"L1","2007-2008",3,"2007-09-29 18:00:00+02:00","Lyon","Lyon",3,"Lens",0
"L1","2007-2008",3,"2007-09-30 21:00:00+02:00","Caen","Caen",2,"Toulouse",1
"L1","2007-2008",10,"2007-10-05 21:00:00+02:00","Monaco","Monaco",1,"Nancy",3
"L1","2007-2008",10,"2007-10-06 17:10:00+02:00","Saint-Etienne","Saint-Étienne",1,"Marseille",0
"L1","2007-2008",10,"2007-10-06 19:00:00+02:00","Lille","Lille",3,"Valenciennes",0
"L1","2007-2008",10,"2007-10-06 19:00:00+02:00","Le Mans","Le Mans",2,"Nice",0
"L1","2007-2008",10,"2007-10-06 19:00:00+02:00","Paris","Paris-SG",1,"Rennes",3
"L1","2007-2008",10,"2007-10-06 19:00:00+02:00","Lorient","Lorient",0,"Caen",0
"L1","2007-2008",10,"2007-10-06 19:00:00+02:00","Metz","Metz",1,"Strasbourg",2
"L1","2007-2008",10,"2007-10-06 19:00:00+02:00","Lens","Lens",2,"Auxerre",0
"L1","2007-2008",10,"2007-10-07 18:00:00+02:00","Bordeaux","Bordeaux",1,"Lyon",3
"L1","2007-2008",10,"2007-10-07 18:00:00+02:00","Sochaux","Sochaux",0,"Toulouse",1
"L1","2007-2008",11,"2007-10-20 16:00:00+02:00","Auxerre","Auxerre",5,"Lorient",3
"L1","2007-2008",11,"2007-10-20 16:00:00+02:00","Caen","Caen",1,"Lille",0
"L1","2007-2008",11,"2007-10-20 16:00:00+02:00","Nice","Nice",3,"Metz",1
"L1","2007-2008",11,"2007-10-20 16:00:00+02:00","Toulouse","Toulouse",0,"Saint-Étienne",2
"L1","2007-2008",11,"2007-10-20 16:00:00+02:00","Valenciennes","Valenciennes",0,"Paris-SG",0
"L1","2007-2008",11,"2007-10-20 16:00:00+02:00","Strasbourg","Strasbourg",1,"Bordeaux",1
"L1","2007-2008",11,"2007-10-20 16:00:00+02:00","Rennes","Rennes",3,"Le Mans",0
"L1","2007-2008",11,"2007-10-20 16:15:00+02:00","Lyon","Lyon",3,"Monaco",1
"L1","2007-2008",11,"2007-10-21 18:00:00+02:00","Nancy","Nancy",1,"Sochaux",1
"L1","2007-2008",11,"2007-10-21 21:00:00+02:00","Marseille","Marseille",1,"Lens",0
"L1","2007-2008",12,"2007-10-27 17:10:00+02:00","Metz","Metz",0,"Nancy",0
"L1","2007-2008",12,"2007-10-27 20:00:00+02:00","Saint-Etienne","Saint-Étienne",0,"Auxerre",0
"L1","2007-2008",12,"2007-10-27 20:00:00+02:00","Lorient","Lorient",0,"Nice",0
"L1","2007-2008",12,"2007-10-27 20:00:00+02:00","Bordeaux","Bordeaux",2,"Valenciennes",1
"L1","2007-2008",12,"2007-10-27 20:00:00+02:00","Lille","Lille",0,"Strasbourg",3
"L1","2007-2008",12,"2007-10-27 20:00:00+02:00","Monaco","Monaco",0,"Caen",0
"L1","2007-2008",12,"2007-10-27 20:00:00+02:00","Sochaux","Sochaux",2,"Marseille",1
"L1","2007-2008",12,"2007-10-28 18:00:00+01:00","Lens","Lens",1,"Rennes",2
"L1","2007-2008",12,"2007-10-28 18:00:00+01:00","Le Mans","Le Mans",1,"Toulouse",1
"L1","2007-2008",12,"2007-10-28 21:00:00+01:00","Paris","Paris-SG",2,"Lyon",3
"L1","2007-2008",13,"2007-11-03 17:10:00+01:00","Nancy","Nancy",1,"Bordeaux",0
"L1","2007-2008",13,"2007-11-03 20:00:00+01:00","Auxerre","Auxerre",0,"Lille",1
"L1","2007-2008",13,"2007-11-03 20:00:00+01:00","Lyon","Lyon",2,"Valenciennes",0
"L1","2007-2008",13,"2007-11-03 20:00:00+01:00","Marseille","Marseille",0,"Lorient",0
"L1","2007-2008",13,"2007-11-03 20:00:00+01:00","Rennes","Rennes",0,"Monaco",1
"L1","2007-2008",13,"2007-11-03 20:00:00+01:00","Strasbourg","Strasbourg",1,"Paris-SG",2
"L1","2007-2008",13,"2007-11-03 20:00:00+01:00","Nice","Nice",0,"Sochaux",0
"L1","2007-2008",13,"2007-11-04 18:00:00+01:00","Caen","Caen",3,"Le Mans",2
"L1","2007-2008",13,"2007-11-04 18:00:00+01:00","Toulouse","Toulouse",0,"Metz",0
"L1","2007-2008",13,"2007-11-04 21:00:00+01:00","Lens","Lens",3,"Saint-Étienne",2
"L1","2007-2008",14,"2007-11-10 17:10:00+01:00","Le Mans","Le Mans",3,"Saint-Étienne",2
"L1","2007-2008",14,"2007-11-10 20:00:00+01:00","Paris","Paris-SG",0,"Nancy",0
"L1","2007-2008",14,"2007-11-10 20:00:00+01:00","Valenciennes","Valenciennes",3,"Caen",0
"L1","2007-2008",14,"2007-11-10 20:00:00+01:00","Lille","Lille",1,"Nice",1
"L1","2007-2008",14,"2007-11-10 20:00:00+01:00","Sochaux","Sochaux",1,"Auxerre",1
"L1","2007-2008",14,"2007-11-10 20:00:00+01:00","Metz","Metz",1,"Lens",2
"L1","2007-2008",14,"2007-11-10 20:00:00+01:00","Monaco","Monaco",3,"Strasbourg",0
"L1","2007-2008",14,"2007-11-11 18:00:00+01:00","Lorient","Lorient",1,"Toulouse",0
"L1","2007-2008",14,"2007-11-11 18:00:00+01:00","Bordeaux","Bordeaux",3,"Rennes",0
"L1","2007-2008",14,"2007-11-11 21:00:00+01:00","Lyon","Lyon",1,"Marseille",2
"L1","2007-2008",15,"2007-11-24 17:10:00+01:00","Rennes","Rennes",0,"Lyon",2
"L1","2007-2008",15,"2007-11-24 20:00:00+01:00","Nancy","Nancy",2,"Lille",0
"L1","2007-2008",15,"2007-11-24 20:00:00+01:00","Caen","Caen",5,"Bordeaux",0
"L1","2007-2008",15,"2007-11-24 20:00:00+01:00","Marseille","Marseille",3,"Metz",1
"L1","2007-2008",15,"2007-11-24 20:00:00+01:00","Lens","Lens",1,"Lorient",1
"L1","2007-2008",15,"2007-11-24 20:00:00+01:00","Saint-Etienne","Saint-Étienne",1,"Sochaux",0
"L1","2007-2008",15,"2007-11-24 20:00:00+01:00","Toulouse","Toulouse",0,"Monaco",0
"L1","2007-2008",15,"2007-11-24 20:00:00+01:00","Strasbourg","Strasbourg",0,"Valenciennes",0
"L1","2007-2008",15,"2007-11-25 18:00:00+01:00","Auxerre","Auxerre",3,"Le Mans",0
"L1","2007-2008",15,"2007-11-25 20:55:00+01:00","Nice","Nice",2,"Paris-SG",1
"L1","2007-2008",6,"2007-11-28 19:00:00+01:00","Lens","Lens",1,"Caen",1
"L1","2007-2008",16,"2007-12-01 17:10:00+01:00","Le Mans","Le Mans",2,"Nancy",1
"L1","2007-2008",16,"2007-12-01 20:00:00+01:00","Monaco","Monaco",1,"Nice",1
"L1","2007-2008",16,"2007-12-01 20:00:00+01:00","Metz","Metz",0,"Auxerre",1
"L1","2007-2008",16,"2007-12-01 20:00:00+01:00","Lorient","Lorient",1,"Saint-Étienne",1
"L1","2007-2008",16,"2007-12-01 20:00:00+01:00","Paris","Paris-SG",0,"Caen",1
"L1","2007-2008",16,"2007-12-01 20:00:00+01:00","Sochaux","Sochaux",0,"Lens",2
"L1","2007-2008",16,"2007-12-01 20:00:00+01:00","Lille","Lille",1,"Marseille",1
"L1","2007-2008",16,"2007-12-02 18:00:00+01:00","Valenciennes","Valenciennes",3,"Rennes",0
"L1","2007-2008",16,"2007-12-02 18:00:00+01:00","Bordeaux","Bordeaux",4,"Toulouse",3
"L1","2007-2008",16,"2007-12-02 20:55:00+01:00","Lyon","Lyon",5,"Strasbourg",0
"L1","2007-2008",6,"2007-12-05 19:00:00+01:00","Toulouse","Toulouse",1,"Nancy",1
"L1","2007-2008",17,"2007-12-08 17:10:00+01:00","Marseille","Marseille",2,"Monaco",0
"L1","2007-2008",17,"2007-12-08 20:00:00+01:00","Caen","Caen",1,"Lyon",0
"L1","2007-2008",17,"2007-12-08 20:00:00+01:00","Nancy","Nancy",0,"Valenciennes",0
"L1","2007-2008",17,"2007-12-08 20:00:00+01:00","Lens","Lens",1,"Le Mans",3
"L1","2007-2008",17,"2007-12-08 20:00:00+01:00","Strasbourg","Strasbourg",3,"Rennes",0
"L1","2007-2008",17,"2007-12-08 20:00:00+01:00","Saint-Etienne","Saint-Étienne",2,"Metz",0
"L1","2007-2008",17,"2007-12-08 20:00:00+01:00","Lorient","Lorient",2,"Sochaux",1
"L1","2007-2008",17,"2007-12-08 20:00:00+01:00","Toulouse","Toulouse",1,"Lille",0
"L1","2007-2008",17,"2007-12-09 18:00:00+01:00","Nice","Nice",1,"Bordeaux",1
"L1","2007-2008",17,"2007-12-09 20:55:00+01:00","Auxerre","Auxerre",0,"Paris-SG",1
"L1","2007-2008",18,"2007-12-15 15:00:00+01:00","Paris","Paris-SG",1,"Toulouse",2
"L1","2007-2008",18,"2007-12-15 17:10:00+01:00","Lyon","Lyon",0,"Nice",0
"L1","2007-2008",18,"2007-12-15 20:00:00+01:00","Le Mans","Le Mans",0,"Lorient",0
"L1","2007-2008",18,"2007-12-15 20:00:00+01:00","Valenciennes","Valenciennes",3,"Auxerre",0
"L1","2007-2008",18,"2007-12-15 20:00:00+01:00","Lille","Lille",3,"Saint-Étienne",0
"L1","2007-2008",18,"2007-12-15 20:00:00+01:00","Rennes","Rennes",1,"Caen",2
"L1","2007-2008",18,"2007-12-15 20:00:00+01:00","Monaco","Monaco",2,"Lens",0
"L1","2007-2008",18,"2007-12-15 20:00:00+01:00","Metz","Metz",1,"Sochaux",2
"L1","2007-2008",18,"2007-12-16 18:00:00+01:00","Strasbourg","Strasbourg",0,"Nancy",0
