"ligue","saison","jour","date","lieu","equipe_domicile","score_domicile","equipe_exterieur","score_exterieur"
"L1","2002-2003",28,"2003-02-22 20:00:00+01:00","Sedan","Sedan",0,"Bordeaux",1
"L1","2002-2003",28,"2003-02-22 20:00:00+01:00","Sochaux","Sochaux",1,"Le Havre",0
"L1","2002-2003",28,"2003-02-22 20:00:00+01:00","Lyon","Lyon",4,"Rennes",1
"L1","2002-2003",28,"2003-02-22 20:00:00+01:00","Marseille","Marseille",2,"Lille",0
"L1","2002-2003",28,"2003-02-23 20:45:00+01:00","Monaco","Monaco",3,"Auxerre",1
"L1","2002-2003",29,"2003-02-28 20:30:00+01:00","Nice","Nice",1,"Nantes",1
"L1","2002-2003",29,"2003-03-01 17:30:00+01:00","Bordeaux","Bordeaux",2,"Sochaux",0
"L1","2002-2003",29,"2003-03-01 20:00:00+01:00","Rennes","Rennes",1,"Sedan",0
"L1","2002-2003",29,"2003-03-01 20:00:00+01:00","Paris","Paris-SG",4,"Troyes",2
"L1","2002-2003",29,"2003-03-01 20:00:00+01:00","Lille","Lille",1,"Monaco",3
"L1","2002-2003",29,"2003-03-01 20:00:00+01:00","Ajaccio","AC Ajaccio",0,"Lens",0
"L1","2002-2003",29,"2003-03-01 20:00:00+01:00","Montpellier","Montpellier",2,"Guingamp",0
"L1","2002-2003",29,"2003-03-01 20:00:00+01:00","Le Havre","Le Havre",2,"Bastia",0
"L1","2002-2003",29,"2003-03-01 20:00:00+01:00","Strasbourg","Strasbourg",0,"Marseille",0
"L1","2002-2003",29,"2003-03-02 20:45:00+01:00","Auxerre","Auxerre",1,"Lyon",2
"L1","2002-2003",30,"2003-03-08 17:15:00+01:00","Rennes","Rennes",0,"Auxerre",0
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Lyon","Lyon",3,"AC Ajaccio",1
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Lens","Lens",0,"Nice",0
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Sochaux","Sochaux",2,"Lille",2
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Nantes","Nantes",2,"Le Havre",0
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Bastia","Bastia",1,"Strasbourg",1
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Sedan","Sedan",2,"Guingamp",0
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Troyes","Troyes",0,"Montpellier",2
"L1","2002-2003",30,"2003-03-08 20:00:00+01:00","Monaco","Monaco",0,"Bordeaux",1
"L1","2002-2003",30,"2003-03-09 20:45:00+01:00","Marseille","Marseille",0,"Paris-SG",3
"L1","2002-2003",26,"2003-03-14 20:30:00+01:00","Sochaux","Sochaux",1,"AC Ajaccio",1
"L1","2002-2003",25,"2003-03-14 20:30:00+01:00","Lille","Lille",2,"Montpellier",0
"L1","2002-2003",22,"2003-03-14 20:30:00+01:00","Lens","Lens",0,"Nantes",1
"L1","2002-2003",26,"2003-03-18 19:30:00+01:00","Guingamp","Guingamp",1,"Lille",0
"L1","2002-2003",22,"2003-03-19 19:30:00+01:00","Strasbourg","Strasbourg",1,"Bordeaux",1
"L1","2002-2003",31,"2003-03-22 17:15:00+01:00","Montpellier","Montpellier",1,"Marseille",2
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Ajaccio","AC Ajaccio",1,"Rennes",0
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Strasbourg","Strasbourg",1,"Sochaux",3
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Paris","Paris-SG",2,"Sedan",0
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Auxerre","Auxerre",0,"Lens",0
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Bordeaux","Bordeaux",0,"Nantes",0
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Guingamp","Guingamp",2,"Troyes",0
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Lille","Lille",1,"Bastia",1
"L1","2002-2003",31,"2003-03-22 20:00:00+01:00","Le Havre","Le Havre",0,"Monaco",3
"L1","2002-2003",31,"2003-03-23 20:45:00+01:00","Nice","Nice",0,"Lyon",1
"L1","2002-2003",32,"2003-04-05 17:15:00+02:00","Lyon","Lyon",2,"Le Havre",1
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Sedan","Sedan",1,"Montpellier",2
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Nantes","Nantes",1,"Lille",0
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Bastia","Bastia",1,"Troyes",1
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Sochaux","Sochaux",0,"Paris-SG",0
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Rennes","Rennes",3,"Bordeaux",4
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Marseille","Marseille",0,"Guingamp",2
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Auxerre","Auxerre",1,"AC Ajaccio",0
"L1","2002-2003",32,"2003-04-05 20:00:00+02:00","Lens","Lens",1,"Strasbourg",1
"L1","2002-2003",32,"2003-04-06 20:45:00+02:00","Monaco","Monaco",0,"Nice",1
"L1","2002-2003",8,"2003-04-08 20:00:00+02:00","Auxerre","Auxerre",3,"Sedan",1
"L1","2002-2003",33,"2003-04-11 20:45:00+02:00","Bordeaux","Bordeaux",0,"Lyon",1
"L1","2002-2003",33,"2003-04-12 17:15:00+02:00","Troyes","Troyes",0,"Marseille",0
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Montpellier","Montpellier",0,"Sochaux",2
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Strasbourg","Strasbourg",2,"Nantes",0
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Ajaccio","AC Ajaccio",2,"Monaco",4
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Nice","Nice",1,"Auxerre",0
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Guingamp","Guingamp",3,"Bastia",0
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Le Havre","Le Havre",0,"Rennes",1
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Lille","Lille",0,"Sedan",0
"L1","2002-2003",33,"2003-04-12 20:00:00+02:00","Paris","Paris-SG",0,"Lens",1
"L1","2002-2003",34,"2003-04-19 17:15:00+02:00","Ajaccio","AC Ajaccio",1,"Bordeaux",6
"L1","2002-2003",34,"2003-04-19 20:00:00+02:00","Sedan","Sedan",4,"Troyes",0
"L1","2002-2003",34,"2003-04-19 20:00:00+02:00","Bastia","Bastia",1,"Montpellier",2
"L1","2002-2003",34,"2003-04-19 20:00:00+02:00","Nantes","Nantes",1,"Paris-SG",1
"L1","2002-2003",34,"2003-04-19 20:00:00+02:00","Rennes","Rennes",2,"Nice",2
"L1","2002-2003",34,"2003-04-19 20:00:00+02:00","Sochaux","Sochaux",0,"Guingamp",0
"L1","2002-2003",34,"2003-04-19 20:00:00+02:00","Lyon","Lyon",0,"Lille",0
"L1","2002-2003",34,"2003-04-19 20:00:00+02:00","Auxerre","Auxerre",1,"Le Havre",0
"L1","2002-2003",34,"2003-04-20 18:00:00+02:00","Monaco","Monaco",2,"Strasbourg",0
"L1","2002-2003",34,"2003-04-20 20:45:00+02:00","Lens","Lens",0,"Marseille",1
"L1","2002-2003",35,"2003-05-03 17:15:00+02:00","Marseille","Marseille",2,"Bastia",1
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Guingamp","Guingamp",1,"Lens",0
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Le Havre","Le Havre",0,"AC Ajaccio",1
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Montpellier","Montpellier",1,"Nantes",0
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Nice","Nice",0,"Sedan",0
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Troyes","Troyes",0,"Sochaux",2
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Bordeaux","Bordeaux",0,"Auxerre",1
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Strasbourg","Strasbourg",0,"Lyon",4
"L1","2002-2003",35,"2003-05-03 20:00:00+02:00","Lille","Lille",1,"Rennes",0
"L1","2002-2003",35,"2003-05-04 20:45:00+02:00","Paris","Paris-SG",2,"Monaco",1
"L1","2002-2003",36,"2003-05-10 17:15:00+02:00","Monaco","Monaco",3,"Montpellier",1
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","Sedan","Sedan",2,"Bastia",2
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","Sochaux","Sochaux",3,"Marseille",0
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","Bordeaux","Bordeaux",2,"Le Havre",0
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","Auxerre","Auxerre",0,"Lille",0
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","AC Ajaccio","AC Ajaccio",2,"Nice",0
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","Lens","Lens",1,"Troyes",0
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","Rennes","Rennes",2,"Strasbourg",3
"L1","2002-2003",36,"2003-05-10 20:00:00+02:00","Nantes","Nantes",0,"Guingamp",4
"L1","2002-2003",36,"2003-05-11 21:00:00+02:00","Lyon","Lyon",1,"Paris-SG",0
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Lille","Lille",2,"AC Ajaccio",0
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Strasbourg","Strasbourg",1,"Auxerre",2
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Bastia","Bastia",2,"Sochaux",2
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Nice","Nice",1,"Bordeaux",1
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Marseille","Marseille",4,"Sedan",2
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Guingamp","Guingamp",3,"Monaco",1
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Montpellier","Montpellier",1,"Lyon",1
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Paris-SG","Paris-SG",0,"Rennes",0
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Troyes","Troyes",2,"Nantes",0
"L1","2002-2003",37,"2003-05-20 20:30:00+02:00","Le Havre","Le Havre",1,"Lens",3
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Sochaux","Sochaux",2,"Sedan",1
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Bordeaux","Bordeaux",2,"Lille",0
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Lens","Lens",2,"Bastia",0
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Monaco","Monaco",6,"Troyes",0
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Nantes","Nantes",1,"Marseille",0
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Lyon","Lyon",1,"Guingamp",4
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Le Havre","Le Havre",2,"Nice",1
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Auxerre","Auxerre",2,"Paris-SG",0
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","AC Ajaccio","AC Ajaccio",0,"Strasbourg",0
"L1","2002-2003",38,"2003-05-24 20:30:00+02:00","Rennes","Rennes",3,"Montpellier",1
"L1","2003-2004",1,"2003-08-01 20:45:00+02:00","Lille","Lille",1,"Lyon",0
"L1","2003-2004",1,"2003-08-02 17:15:00+02:00","Monaco","Monaco",2,"Bordeaux",0
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Guingamp","Guingamp",0,"Marseille",1
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Toulouse","Toulouse",1,"Strasbourg",1
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Montpellier","Montpellier",1,"Rennes",1
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Sochaux","Sochaux",2,"Nantes",1
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Paris","Paris-SG",0,"Bastia",0
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Lens","Lens",0,"Le Mans",0
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Metz","Metz",0,"AC Ajaccio",1
"L1","2003-2004",1,"2003-08-02 20:00:00+02:00","Auxerre","Auxerre",1,"Nice",2
"L1","2003-2004",2,"2003-08-08 20:45:00+02:00","Marseille","Marseille",1,"Auxerre",0
"L1","2003-2004",2,"2003-08-09 17:15:00+02:00","Lille","Lille",1,"Paris-SG",0
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Bastia","Bastia",0,"Metz",2
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Nice","Nice",1,"Sochaux",0
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Lyon","Lyon",3,"Monaco",1
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Rennes","Rennes",1,"Toulouse",0
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Bordeaux","Bordeaux",0,"Montpellier",1
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Strasbourg","Strasbourg",2,"Guingamp",0
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Nantes","Nantes",2,"Lens",0
"L1","2003-2004",2,"2003-08-09 20:00:00+02:00","Le Mans","Le Mans",0,"AC Ajaccio",1
"L1","2003-2004",3,"2003-08-16 17:15:00+02:00","Auxerre","Auxerre",3,"Strasbourg",2
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Guingamp","Guingamp",1,"Bordeaux",3
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Monaco","Monaco",2,"Bastia",0
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Metz","Metz",0,"Paris-SG",1
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Montpellier","Montpellier",0,"Lyon",2
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Sochaux","Sochaux",1,"Rennes",1
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Ajaccio","AC Ajaccio",1,"Nantes",3
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Le Mans","Le Mans",1,"Nice",1
"L1","2003-2004",3,"2003-08-16 20:00:00+02:00","Toulouse","Toulouse",0,"Lille",3
"L1","2003-2004",3,"2003-08-17 20:45:00+02:00","Lens","Lens",2,"Marseille",1
"L1","2003-2004",4,"2003-08-23 17:15:00+02:00","Bordeaux","Bordeaux",2,"Auxerre",0
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Nantes","Nantes",1,"Le Mans",0
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Strasbourg","Strasbourg",0,"Lens",1
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Nice","Nice",2,"AC Ajaccio",2
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Lille","Lille",1,"Metz",1
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Lyon","Lyon",0,"Toulouse",0
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Marseille","Marseille",2,"Sochaux",0
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Rennes","Rennes",0,"Guingamp",0
"L1","2003-2004",4,"2003-08-23 20:00:00+02:00","Bastia","Bastia",1,"Montpellier",0
"L1","2003-2004",4,"2003-08-24 20:45:00+02:00","Paris","Paris-SG",2,"Monaco",4
"L1","2003-2004",5,"2003-08-30 17:15:00+02:00","Guingamp","Guingamp",2,"Lyon",0
"L1","2003-2004",5,"2003-08-30 20:00:00+02:00","Sochaux","Sochaux",2,"Lille",1
"L1","2003-2004",5,"2003-08-30 20:00:00+02:00","Nantes","Nantes",0,"Bordeaux",0
"L1","2003-2004",5,"2003-08-30 20:00:00+02:00","Toulouse","Toulouse",0,"Bastia",2
"L1","2003-2004",5,"2003-08-30 20:00:00+02:00","Montpellier","Montpellier",3,"Paris-SG",2
"L1","2003-2004",5,"2003-08-30 20:00:00+02:00","Le Mans","Le Mans",0,"Strasbourg",3
"L1","2003-2004",5,"2003-08-30 20:00:00+02:00","Auxerre","Auxerre",2,"Rennes",1
"L1","2003-2004",5,"2003-08-31 18:30:00+02:00","Lens","Lens",1,"Nice",0
"L1","2003-2004",5,"2003-08-31 18:30:00+02:00","Monaco","Monaco",1,"Metz",0
"L1","2003-2004",5,"2003-08-31 20:45:00+02:00","Ajaccio","AC Ajaccio",0,"Marseille",1
"L1","2003-2004",6,"2003-09-13 17:15:00+02:00","Lyon","Lyon",1,"Auxerre",1
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Bastia","Bastia",4,"Guingamp",2
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Metz","Metz",2,"Montpellier",1
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Bordeaux","Bordeaux",1,"Sochaux",3
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Nice","Nice",1,"Nantes",0
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Rennes","Rennes",2,"Lens",0
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Marseille","Marseille",5,"Le Mans",0
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Lille","Lille",1,"Monaco",1
"L1","2003-2004",6,"2003-09-13 20:00:00+02:00","Strasbourg","Strasbourg",3,"AC Ajaccio",2
"L1","2003-2004",6,"2003-09-14 20:45:00+02:00","Paris","Paris-SG",2,"Toulouse",1
"L1","2003-2004",7,"2003-09-20 17:15:00+02:00","Sochaux","Sochaux",3,"Strasbourg",0
"L1","2003-2004",7,"2003-09-20 20:00:00+02:00","Nice","Nice",2,"Lille",0
"L1","2003-2004",7,"2003-09-20 20:00:00+02:00","Guingamp","Guingamp",0,"Paris-SG",2
"L1","2003-2004",7,"2003-09-20 20:00:00+02:00","Toulouse","Toulouse",1,"Metz",0
"L1","2003-2004",7,"2003-09-20 20:00:00+02:00","Ajaccio","AC Ajaccio",1,"Rennes",0
"L1","2003-2004",7,"2003-09-20 20:00:00+02:00","Lens","Lens",1,"Bordeaux",0
"L1","2003-2004",7,"2003-09-20 20:00:00+02:00","Auxerre","Auxerre",4,"Bastia",1
"L1","2003-2004",7,"2003-09-21 18:30:00+02:00","Le Mans","Le Mans",0,"Lyon",2
"L1","2003-2004",7,"2003-09-21 18:30:00+02:00","Montpellier","Montpellier",1,"Monaco",2
"L1","2003-2004",7,"2003-09-21 20:45:00+02:00","Nantes","Nantes",1,"Marseille",0
"L1","2003-2004",8,"2003-09-27 17:15:00+02:00","Lyon","Lyon",4,"Lens",0
"L1","2003-2004",8,"2003-09-27 20:00:00+02:00","Monaco","Monaco",3,"Toulouse",0
"L1","2003-2004",8,"2003-09-27 20:00:00+02:00","Rennes","Rennes",2,"Le Mans",0
"L1","2003-2004",8,"2003-09-27 20:00:00+02:00","Metz","Metz",1,"Guingamp",1
"L1","2003-2004",8,"2003-09-27 20:00:00+02:00","Paris","Paris-SG",1,"Auxerre",0
"L1","2003-2004",8,"2003-09-27 20:00:00+02:00","Lille","Lille",1,"Montpellier",1
"L1","2003-2004",8,"2003-09-27 20:00:00+02:00","Bastia","Bastia",2,"Sochaux",0
"L1","2003-2004",8,"2003-09-27 20:00:00+02:00","Marseille","Marseille",2,"Nice",1
"L1","2003-2004",8,"2003-09-28 18:00:00+02:00","Bordeaux","Bordeaux",1,"AC Ajaccio",0
"L1","2003-2004",8,"2003-09-28 20:45:00+02:00","Strasbourg","Strasbourg",1,"Nantes",0
"L1","2003-2004",9,"2003-10-04 17:15:00+02:00","Nantes","Nantes",1,"Rennes",0
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Le Mans","Le Mans",0,"Bordeaux",0
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Guingamp","Guingamp",1,"Monaco",2
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Toulouse","Toulouse",2,"Montpellier",2
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Auxerre","Auxerre",3,"Lille",0
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Sochaux","Sochaux",0,"Paris-SG",1
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Nice","Nice",0,"Strasbourg",0
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Ajaccio","AC Ajaccio",2,"Lyon",4
"L1","2003-2004",9,"2003-10-04 20:00:00+02:00","Lens","Lens",0,"Metz",2
"L1","2003-2004",9,"2003-10-05 20:45:00+02:00","Marseille","Marseille",3,"Bastia",1
"L1","2003-2004",10,"2003-10-17 21:00:00+02:00","Strasbourg","Strasbourg",4,"Marseille",1
"L1","2003-2004",10,"2003-10-18 17:30:00+02:00","Monaco","Monaco",1,"Auxerre",1
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Lyon","Lyon",1,"Sochaux",1
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Montpellier","Montpellier",2,"Guingamp",0
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Lille","Lille",0,"AC Ajaccio",0
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Bastia","Bastia",3,"Lens",1
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Rennes","Rennes",0,"Nice",0
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Paris","Paris-SG",5,"Le Mans",1
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Metz","Metz",1,"Nantes",3
"L1","2003-2004",10,"2003-10-18 20:00:00+02:00","Bordeaux","Bordeaux",1,"Toulouse",2
"L1","2003-2004",11,"2003-10-25 17:15:00+02:00","Nantes","Nantes",0,"Lyon",1
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Ajaccio","AC Ajaccio",0,"Paris-SG",0
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Marseille","Marseille",2,"Rennes",0
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Strasbourg","Strasbourg",0,"Metz",2
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Lens","Lens",2,"Lille",1
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Le Mans","Le Mans",1,"Bastia",1
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Auxerre","Auxerre",0,"Montpellier",1
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Guingamp","Guingamp",1,"Toulouse",0
"L1","2003-2004",11,"2003-10-25 20:00:00+02:00","Nice","Nice",0,"Bordeaux",0
"L1","2003-2004",11,"2003-10-26 20:45:00+01:00","Sochaux","Sochaux",1,"Monaco",1
"L1","2003-2004",12,"2003-11-01 17:15:00+01:00","Lyon","Lyon",5,"Nice",0
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Lille","Lille",1,"Guingamp",3
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Toulouse","Toulouse",0,"Auxerre",3
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Metz","Metz",0,"Sochaux",1
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Bastia","Bastia",1,"AC Ajaccio",1
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Monaco","Monaco",4,"Le Mans",2
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Bordeaux","Bordeaux",1,"Marseille",0
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Montpellier","Montpellier",4,"Nantes",1
"L1","2003-2004",12,"2003-11-01 20:00:00+01:00","Rennes","Rennes",1,"Strasbourg",1
"L1","2003-2004",12,"2003-11-02 20:45:00+01:00","Paris","Paris-SG",0,"Lens",1
"L1","2003-2004",13,"2003-11-08 17:15:00+01:00","Nice","Nice",2,"Bastia",0
"L1","2003-2004",13,"2003-11-08 20:00:00+01:00","Rennes","Rennes",2,"Lille",2
"L1","2003-2004",13,"2003-11-08 20:00:00+01:00","Le Mans","Le Mans",2,"Metz",0
"L1","2003-2004",13,"2003-11-08 20:00:00+01:00","Nantes","Nantes",0,"Paris-SG",1
"L1","2003-2004",13,"2003-11-09 18:00:00+01:00","Auxerre","Auxerre",3,"Guingamp",0
"L1","2003-2004",13,"2003-11-09 18:00:00+01:00","Sochaux","Sochaux",3,"Toulouse",1
"L1","2003-2004",13,"2003-11-09 18:00:00+01:00","Strasbourg","Strasbourg",1,"Bordeaux",1
"L1","2003-2004",13,"2003-11-09 18:00:00+01:00","Lens","Lens",3,"Montpellier",2
"L1","2003-2004",13,"2003-11-09 18:00:00+01:00","Ajaccio","AC Ajaccio",0,"Monaco",1
"L1","2003-2004",13,"2003-11-09 21:00:00+01:00","Marseille","Marseille",1,"Lyon",4
"L1","2003-2004",14,"2003-11-21 20:30:00+01:00","Lyon","Lyon",1,"Strasbourg",0
"L1","2003-2004",14,"2003-11-22 17:15:00+01:00","Monaco","Monaco",2,"Lens",0
"L1","2003-2004",14,"2003-11-22 20:00:00+01:00","Lille","Lille",0,"Marseille",2
"L1","2003-2004",14,"2003-11-22 20:00:00+01:00","Guingamp","Guingamp",1,"Sochaux",2
"L1","2003-2004",14,"2003-11-22 20:00:00+01:00","Metz","Metz",0,"Auxerre",2
"L1","2003-2004",14,"2003-11-22 20:00:00+01:00","Bastia","Bastia",1,"Nantes",3
"L1","2003-2004",14,"2003-11-22 20:00:00+01:00","Montpellier","Montpellier",3,"AC Ajaccio",1
"L1","2003-2004",14,"2003-11-22 20:00:00+01:00","Toulouse","Toulouse",1,"Le Mans",1
"L1","2003-2004",14,"2003-11-22 20:00:00+01:00","Bordeaux","Bordeaux",2,"Rennes",1
"L1","2003-2004",14,"2003-11-23 20:45:00+01:00","Paris","Paris-SG",0,"Nice",0
"L1","2003-2004",15,"2003-11-29 17:15:00+01:00","Rennes","Rennes",3,"Lyon",1
"L1","2003-2004",15,"2003-11-29 20:00:00+01:00","Ajaccio","AC Ajaccio",2,"Toulouse",1
"L1","2003-2004",15,"2003-11-29 20:00:00+01:00","Strasbourg","Strasbourg",2,"Lille",2
"L1","2003-2004",15,"2003-11-29 20:00:00+01:00","Nice","Nice",1,"Metz",1
"L1","2003-2004",15,"2003-11-29 20:00:00+01:00","Le Mans","Le Mans",4,"Montpellier",0
"L1","2003-2004",15,"2003-11-29 20:00:00+01:00","Nantes","Nantes",0,"Monaco",1
"L1","2003-2004",15,"2003-11-30 18:00:00+01:00","Bordeaux","Bordeaux",1,"Bastia",1
"L1","2003-2004",15,"2003-11-30 18:00:00+01:00","Lens","Lens",2,"Guingamp",1
"L1","2003-2004",15,"2003-11-30 18:00:00+01:00","Sochaux","Sochaux",3,"Auxerre",2
"L1","2003-2004",15,"2003-11-30 20:45:00+01:00","Marseille","Marseille",0,"Paris-SG",1
"L1","2003-2004",16,"2003-12-03 19:00:00+01:00","Guingamp","Guingamp",2,"AC Ajaccio",0
"L1","2003-2004",16,"2003-12-03 19:00:00+01:00","Bastia","Bastia",3,"Rennes",2
"L1","2003-2004",16,"2003-12-03 19:00:00+01:00","Lille","Lille",2,"Nantes",0
"L1","2003-2004",16,"2003-12-03 19:00:00+01:00","Auxerre","Auxerre",1,"Le Mans",0
"L1","2003-2004",16,"2003-12-03 19:00:00+01:00","Toulouse","Toulouse",1,"Lens",2
"L1","2003-2004",16,"2003-12-03 21:00:00+01:00","Paris","Paris-SG",3,"Strasbourg",2
"L1","2003-2004",17,"2003-12-05 19:00:00+01:00","Lyon","Lyon",2,"Metz",1
"L1","2003-2004",17,"2003-12-05 21:00:00+01:00","Marseille","Marseille",1,"Monaco",2
"L1","2003-2004",17,"2003-12-06 17:15:00+01:00","Lens","Lens",0,"Sochaux",3
